受注No,受注日,得意先,得意先注文No,製品名１,製品名２,受注数量,単位,台数,受注金額,納期,納期返事,版区,入日,工程１－工程名,工程１－号機名,工程１－完了日,工程１－完了数,工程２－工程名,工程２－号機名,工程２－完了日,工程２－完了数,工程３－工程名,工程３－号機名,工程３－完了日,工程３－完了数,工程４－工程名,工程４－号機名,工程４－完了日,工程４－完了数,工程５－工程名,工程５－号機名,工程５－完了日,工程５－完了数,工程６－工程名,工程６－号機名,工程６－完了日,工程６－完了数,工程７－工程名,工程７－号機名,工程７－完了日,工程７－完了数,工程８－工程名,工程８－号機名,工程８－完了日,工程８－完了数,工程９－工程名,工程９－号機名,工程９－完了日,工程９－完了数,工程１０－工程名,工程１０－号機名,工程１０－完了日,工程１０－完了数,最終納品日,最終伝票No,納品金額,状態１,状態２
0000327303-000,2026/06/16,相模テック(株),ORD-15577,透明 カップ 300μ 黒,,20000,枚,  0,340927,2026/07/08,,旧版,,印刷,2号機,2026/07/23 確,0,ラミネート,Ｌ１号,2026/07/23 確,0,スリッター,６号機,2026/07/27 確,0,サイド,１４号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327304-000,2026/06/16,広島サプライ(株),ORD-37710,OPP 袋 100μ 青,,7360,ｍ,  0,825916,2026/08/19,2026/08/19,旧版,,印刷,5号機,2026/07/22 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327305-000,2026/06/16,札幌製作所㈱,,PET パウチ 300μ 銀,,1100,枚,  0,694316,2026/07/10,2026/07/10,新版,,ﾃﾞｼﾞﾀﾙ印刷,ｲﾝﾃﾞｨｺﾞ2号,2026/06/24 確,0,ラミネート,Ｌ2号機,2026/07/03 確,0,スリッター,６号機,2026/07/06 確,0,三方,１０号機,2026/07/06 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327306-000,2026/06/16,相模テック(株),ORD-72324,NY チューブ 100μ クリア,,40000,枚,  0,384263,2026/07/08,,旧版,,印刷,2号機,2026/07/22 確,0,ラミネート,Ｌ１号,2026/07/22 確,0,スリッター,６号機,2026/07/23 確,0,サイド,１４号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327307-000,2026/06/16,広島サプライ(株),ORD-16102,OPP 袋 100μ 青,,7360,ｍ,  0,177959,2026/07/28,2026/07/28,旧版,,印刷,5号機,2026/07/22 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327308-000,2026/06/16,千葉フィルム㈲,ORD-99709,PE フィルム 300μ 透明,,40000,枚,  0,393992,2026/08/20,,改版,2026/06/26,印刷,フソー,           未,0,スリッター,フソー,           未,0,サイド,山丸,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327309-000,2026/06/16,千葉印刷㈲,ORD-81176,不織布 ロール 100μ 透明,,30300,枚,  0,83860,2026/09/10,,旧版,,印刷,2-Ｆ号機,           未,0,スリッター,３号機,           未,0,サイド,２号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327310-000,2026/06/16,熊本プリント㈱,ORD-96259,CPP シート 100μ 黒,,1760,ｍ,  0,14312,2026/07/17,2026/07/17,新版,2026/06/25,印刷,2号機,2026/07/10 確,0,ラミネート,Ｌ１号,2026/07/13 確,0,スリッター,６号機,2026/07/14 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327311-000,2026/06/16,新潟工業(有),ORD-33508,EVOH テープ 300μ 青,,26000,枚,  0,51220,2026/07/15,,旧版,,印刷,2-Ｆ号機,2026/07/07 確,0,三角,平川ポリ,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327312-000,2026/06/16,福岡産業,ORD-12052,AL トレー 100μ 銀,,19555,枚,  0,317221,2026/09/01,,旧版,,印刷,5号機,           未,0,ラミネート,Ｌ2号機,           未,0,その他製袋,はつかいち,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327313-000,2026/06/16,新潟デザイン(有),ORD-86943,CPP シート 100μ 黒,,11040,ｍ,  0,251195,2026/07/08,,旧版,,印刷,3号機,2026/07/06 確,0,ラミネート,宮内紙工,2026/07/08 確,0,スリッター,５号機,2026/07/21 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327314-000,2026/06/16,千葉フィルム㈲,ORD-62205,紙 ラベル 300μ クリア,,23040,ｍ,  0,180674,2026/06/23,2026/06/24,旧版,,印刷,フソー,2026/06/22 確,0,スリッター,フソー,2026/06/23 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327315-000,2026/06/16,熊本クリエイト㈱,,不織布 ロール 100μ 透明,,34086,枚,  0,49226,2026/08/04,2026/09/01,,,サイド,２３号機,2026/08/27 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327316-000,2026/06/16,熊本クリエイト㈱,,透明 カップ 300μ 黒,,39200,枚,  0,31292,2026/08/04,2026/09/01,,,サイド,２３号機,2026/08/26 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327317-000,2026/06/16,熊本クリエイト㈱,,OPP 袋 100μ 青,,43555,枚,  0,83919,2026/08/04,2026/09/01,,,サイド,２３号機,2026/08/28 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327318-000,2026/06/16,相模商事(株),,PET パウチ 300μ 銀,,100,枚,  0,0,2026/06/25,,無地,,スリッター,５号機,2026/06/23 確,0,サイド,２８号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327319-000,2026/06/16,熊本クリエイト㈱,ORD-41519,NY チューブ 100μ クリア,,1780,ｍ,  0,694223,2026/07/10,,旧版,,印刷,3号機,2026/07/07 確,0,ラミネート,宮内紙工,2026/07/09 確,0,スリッター,６号機,2026/07/14 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327320-000,2026/06/16,京都産業,,PE フィルム 300μ 透明,,12252,枚,  0,61007,2026/07/27,,,,ラミネート,宮内紙工,           未,0,スリッター,６号機,           未,0,合掌,９号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327321-000,2026/06/16,福岡産業,ORD-98740,CPP シート 100μ 黒,,27741,枚,  0,666820,2026/07/28,2026/08/06,旧版,,印刷,3号機,2026/07/14 確,0,ラミネート,Ｌ2号機,2026/07/29 確,0,スリッター,４号機,2026/07/30 確,0,サイド,２０号機,2026/08/03 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327322-000,2026/06/16,川崎商事(株),ORD-53480,EVOH テープ 300μ 青,,12640,枚,  0,502491,2026/09/30,,旧版,,印刷,1号機,           未,0,ラミネート,Ｌ2号機,           未,0,スリッター,３号機,           未,0,サイド,１７号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327323-000,2026/06/16,川崎商事(株),ORD-28343,AL トレー 100μ 銀,,12640,枚,  0,928897,2026/09/02,,旧版,,印刷,1号機,           未,0,ラミネート,Ｌ2号機,           未,0,スリッター,３号機,           未,0,サイド,１７号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327324-000,2026/06/16,川崎商事(株),ORD-20279,紙 ラベル 300μ クリア,,12640,枚,  0,625119,2026/09/30,,旧版,,印刷,1号機,           未,0,ラミネート,Ｌ2号機,           未,0,スリッター,３号機,           未,0,サイド,１７号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327325-000,2026/06/16,川崎商事(株),ORD-55332,不織布 ロール 100μ 透明,,12640,枚,  0,156304,2026/08/03,2026/08/05,旧版,,印刷,1号機,2026/07/23 確,0,ラミネート,Ｌ2号機,2026/07/30 確,0,スリッター,６号機,2026/07/31 確,0,サイド,１７号機,2026/08/01 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327326-000,2026/06/16,新潟工業(有),ORD-22803,CPP シート 100μ 黒,,15520,ｍ,  0,558320,2026/09/14,,無地,,スリッター,３号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327327-000,2026/06/16,長崎パッケージ,ORD-40427,透明 カップ 300μ 黒,,36190,枚,  0,19963,2026/07/27,,,,作業無,,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327328-000,2026/06/16,広島商事(株),ORD-54642,OPP 袋 100μ 青,,11160,ｍ,  0,734565,2026/07/23,,旧版,,印刷,2-Ｆ号機,           未,0,スリッター,５号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327329-000,2026/06/16,新潟デザイン(有),ORD-90460,PET パウチ 300μ 銀,,1800,ｍ,  0,724540,2026/07/02,2026/07/02,新版,,ﾃﾞｼﾞﾀﾙ印刷,ｲﾝﾃﾞｨｺﾞ2号,2026/06/29 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327330-000,2026/06/16,埼玉プリント㈱,ORD-61996,OPP 袋 100μ 青,,37600,枚,  0,911131,2026/07/15,2026/08/18,旧版,,印刷,1-Ｆ号機,2026/07/16 確,0,サイド,２１号機,2026/08/07 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327331-000,2026/06/16,埼玉プリント㈱,ORD-52778,NY チューブ 100μ クリア,,47000,枚,  0,131064,2026/07/15,2026/08/19,旧版,,印刷,1-Ｆ号機,2026/07/16 確,0,サイド,２１号機,2026/08/08 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327332-000,2026/06/16,川崎テック(株),ORD-93115,NY チューブ 100μ クリア,,32380,枚,  0,386604,2026/07/15,,改版,2026/07/03,印刷,1号機,           未,0,ラミネート,Ｌ１号,           未,0,スリッター,６号機,           未,0,サイド,１９号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327333-000,2026/06/16,埼玉プリント㈱,,PE フィルム 300μ 透明,,11760,ｍ,  0,921609,2026/07/10,2026/07/16,旧版,,検品機,社内検品機２,2026/07/01 確,0,印刷,5-Ｆ号機,2026/07/14 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327334-000,2026/06/16,長崎パッケージ,,CPP シート 100μ 黒,,46080,ｍ,  0,572436,2026/08/06,2026/08/06,旧版,,印刷,1号機,2026/08/03 確,0,スリッター,３号機,2026/08/04 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327335-000,2026/06/16,長崎パッケージ,,EVOH テープ 300μ 青,,23280,ｍ,  0,614435,2026/08/06,2026/08/06,旧版,,印刷,1-Ｆ号機,2026/08/04 確,0,スリッター,２号機,2026/08/05 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327336-000,2026/06/16,埼玉プリント㈱,ORD-39902,AL トレー 100μ 銀,,18200,枚,  0,56636,2026/07/08,,旧版,,印刷,1-Ｆ号機,           未,0,サイド,２１号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327337-000,2026/06/16,名古屋テック(株),ORD-82487,紙 ラベル 300μ クリア,,15833,枚,  0,493663,2026/10/01,,旧版,,作業無,,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327338-000,2026/06/16,埼玉プリント㈱,ORD-66603,不織布 ロール 100μ 透明,,24800,枚,  0,34345,2026/07/13,2026/08/05,旧版,,印刷,5-Ｆ号機,2026/08/01 確,0,サイド,６号機,2026/08/03 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327339-000,2026/06/16,川崎商事(株),ORD-99088,透明 カップ 300μ 黒,,26769,枚,  0,714334,2026/07/02,,旧版,,印刷,5号機,           未,0,ラミネート,宮内紙工,           未,0,スリッター,３号機,           未,0,合掌,西岡製袋（合,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327340-000,2026/06/16,姫路工業(有),,OPP 袋 100μ 青,,49142,枚,  0,792764,2026/07/21,2026/08/06,新版,2026/07/01,印刷,2号機,2026/07/09 確,0,ラミネート,Ｌ１号,2026/07/27 確,0,スリッター,３号機,2026/07/28 確,0,合掌,９号機,2026/08/03 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327341-000,2026/06/16,福岡産業,ORD-59816,PET パウチ 300μ 銀,,8000,枚,  0,189856,2026/08/30,,新版,2026/06/30,印刷,3号機,2026/08/03 確,0,ラミネート,Ｌ2号機,2026/08/04 確,0,スリッター,５号機,2026/08/05 確,0,サイド,９号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327342-000,2026/06/16,東京プリント㈱,ORD-91083,NY チューブ 100μ クリア,,39523,枚,  0,409727,2026/07/31,2026/08/17,新版,2026/07/01,印刷,2号機,2026/07/23 確,0,ラミネート,Ｌ１号,2026/07/28 確,0,スリッター,６号機,2026/07/29 確,0,サイド,１号機,2026/08/06 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327343-000,2026/06/17,相模テック(株),,PE フィルム 300μ 透明,,204340,枚,  0,936821,2026/07/14,2026/07/14,新版,2026/06/23,印刷,2号機,2026/06/30 確,0,ラミネート,Ｌ１号,2026/07/07 確,0,スリッター,４号機,2026/07/10 確,0,サイド,１５号機,2026/07/13 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327344-000,2026/06/17,長崎産業,ORD-42302,CPP シート 100μ 黒,,24800,枚,  0,19634,2026/09/15,,旧版,,印刷,1-Ｆ号機,           未,0,サイド,２２号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327345-000,2026/06/17,熊本プリント㈱,ORD-20752,EVOH テープ 300μ 青,,7360,ｍ,  0,380989,2026/07/21,,旧版,,印刷,3号機,2026/07/14 確,0,ラミネート,宮内紙工,2026/07/15 確,0,スリッター,３号機,2026/07/17 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327346-000,2026/06/17,岡山フィルム㈲,ORD-30214,AL トレー 100μ 銀,,41000,枚,  0,498458,2026/07/29,,旧版,2026/06/25,印刷,3号機,2026/07/21 確,0,ラミネート,Ｌ１号,2026/07/24 確,0,スリッター,６号機,2026/07/27 確,0,サイド,１号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327347-000,2026/06/17,岡山フィルム㈲,ORD-93086,紙 ラベル 300μ クリア,,21333,枚,  0,261771,2026/07/29,,旧版,,印刷,2号機,2026/07/21 確,0,ラミネート,Ｌ１号,2026/07/28 確,0,スリッター,６号機,2026/07/29 確,0,サイド,１２号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327348-000,2026/06/17,札幌製作所㈱,,不織布 ロール 100μ 透明,,2000,枚,  0,875584,2026/07/08,,新版,,ﾃﾞｼﾞﾀﾙ印刷,ｲﾝﾃﾞｨｺﾞ1号,2026/06/29 確,0,印刷,2-Ｆ号機,2026/07/02 確,0,検品機,社内検品機３,           未,0,スリッター,その他,2026/07/09 確,0,糊貼り加工,,           未,0,その他製袋,製袋その他,           未,0,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327349-000,2026/06/17,名古屋商事(株),ORD-61068,PE フィルム 300μ 透明,,9600,ｍ,  0,432061,2026/08/05,2026/08/05,旧版,,印刷,1号機,2026/07/29 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327350-000,2026/06/17,札幌クリエイト㈱,ORD-57277,OPP 袋 100μ 青,,30575,枚,  0,211726,2026/07/15,,旧版,,印刷,山一包材,           未,0,シーリング,製袋３その他,           未,0,ガゼット,製袋３その他,           未,0,普通製袋,製袋３その他,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327351-000,2026/06/17,千葉ラベル㈲,ORD-21995,透明 カップ 300μ 黒,,23466,枚,  0,105447,2026/07/22,,旧版,,印刷,1号機,2026/07/08 確,0,ラミネート,Ｌ１号,2026/07/30 確,0,スリッター,４号機,2026/07/31 確,0,カット大谷,大谷ｶｯﾄ,           未,0,後加工,後加工（断裁,           未,0,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327352-000,2026/06/17,新潟工業(有),ORD-50405,透明 カップ 300μ 黒,,48000,枚,  0,566339,2026/07/17,,無地,,サイド,６号機,           未,0,後加工,後加工（断裁,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327353-000,2026/06/17,広島サプライ(株),ORD-57175,OPP 袋 100μ 青,,3680,ｍ,  0,45358,2026/07/09,2026/07/09,旧版,,印刷,5号機,2026/07/06 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327354-000,2026/06/17,広島サプライ(株),ORD-23399,PET パウチ 300μ 銀,,7600,ｍ,  0,238943,2026/07/29,2026/07/29,旧版,,印刷,5号機,2026/07/22 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327355-000,2026/06/17,相模商事(株),,NY チューブ 100μ クリア,,44705,枚,  0,21442,2026/08/04,,無地,,サイド,１２号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327356-000,2026/06/17,相模商事(株),,PE フィルム 300μ 透明,,77600,枚,  0,34561,2026/08/19,,無地,,サイド,１３号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327357-000,2026/06/17,岡山フィルム㈲,ORD-66489,不織布 ロール 100μ 透明,,50000,枚,  0,570646,2026/07/24,,旧版,,印刷,3号機,2026/07/14 確,0,ラミネート,Ｌ2号機,2026/07/23 確,0,スリッター,４号機,2026/07/24 確,0,サイド,１４号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327358-000,2026/06/17,相模商事(株),,PE フィルム 300μ 透明,,37600,枚,  0,83005,2026/07/16,2026/08/20,無地,,サイド,５号機,2026/08/17 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327359-000,2026/06/17,相模商事(株),,CPP シート 100μ 黒,,77600,枚,  0,681687,2026/08/04,,無地,,サイド,５号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327360-000,2026/06/17,広島商事(株),ORD-77166,EVOH テープ 300μ 青,,28800,枚,  0,527865,2026/07/27,,旧版,,印刷,2-Ｆ号機,           未,0,三方,１０号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327361-000,2026/06/17,相模テック(株),ORD-23538,AL トレー 100μ 銀,,40000,枚,  0,127537,2026/07/13,2026/08/06,旧版,,印刷,2号機,2026/07/10 確,0,ラミネート,Ｌ１号,2026/07/28 確,0,スリッター,６号機,2026/07/29 確,0,サイド,１５号機,2026/08/04 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327362-000,2026/06/17,相模商事(株),ORD-21746,紙 ラベル 300μ クリア,,2000,ｍ,  0,56388,2026/06/26,,無地,,ラミネート,宮内紙工,           未,0,ラミ２回目,宮内紙工,           未,0,スリッター,５号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327363-000,2026/06/17,相模商事(株),ORD-82642,不織布 ロール 100μ 透明,,100,枚,  0,22198,2026/07/01,,無地,,ラミネート,宮内紙工,           未,0,スリッター,２号機,           未,0,合掌,西岡製袋（合,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327364-000,2026/06/17,姫路加工(有),ORD-88240,透明 カップ 300μ 黒,,90000,枚,  0,727094,2026/08/17,,改版,2026/07/15,印刷,1号機,2026/07/22 確,0,スリッター,５号機,2026/07/23 確,0,サイド,山丸,2026/07/24 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327365-000,2026/06/17,姫路加工(有),ORD-52523,OPP 袋 100μ 青,,90000,枚,  0,503951,2026/07/29,,改版,2026/07/21,印刷,1号機,2026/07/22 確,0,スリッター,５号機,2026/07/23 確,0,サイド,山丸,2026/07/24 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327366-000,2026/06/17,姫路加工(有),ORD-11617,PET パウチ 300μ 銀,,90000,枚,  0,406024,2026/07/29,,改版,2026/07/21,印刷,1号機,2026/07/22 確,0,スリッター,５号機,2026/07/23 確,0,サイド,山丸,2026/07/24 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327367-000,2026/06/17,浜松メディア,,NY チューブ 100μ クリア,,17066,枚,  0,64238,2026/08/17,2026/08/17,無地,,サイド,５号機,2026/08/07 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327368-000,2026/06/17,千葉印刷㈲,,PE フィルム 300μ 透明,,3920,ｍ,  0,0,2026/07/30,,旧版,,印刷,3-Ｆ号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
0000327369-000,2026/06/17,千葉印刷㈲,,CPP シート 100μ 黒,,3840,ｍ,  0,506637,2026/07/02,,無地,,ラミネート,宮内紙工,           未,0,スリッター,６号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327370-000,2026/06/17,千葉印刷㈲,,EVOH テープ 300μ 青,,3920,ｍ,  0,0,2026/07/30,,旧版,,印刷,3-Ｆ号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
0000327371-000,2026/06/17,千葉印刷㈲,,AL トレー 100μ 銀,,3840,ｍ,  0,917018,2026/07/02,,無地,,ラミネート,宮内紙工,           未,0,スリッター,５号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327372-000,2026/06/18,千葉ラベル㈲,,PET パウチ 300μ 銀,,10000,個,  0,21101,2026/06/23,,旧版,,印刷,山一包材,2026/06/22 確,0,スリッター,３号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327373-000,2026/06/18,新潟加工(有),,紙 ラベル 300μ クリア,,15040,ｍ,  0,860053,2026/07/27,,旧版,,印刷,1号機,2026/07/08 確,0,ラミネート,Ｌ2号機,2026/07/29 確,0,スリッター,３号機,2026/07/30 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327374-000,2026/06/18,熊本クリエイト㈱,ORD-83339,不織布 ロール 100μ 透明,,6666,枚,  0,354533,2026/08/18,,旧版,,印刷,5号機,2026/08/06 確,0,スリッター,５号機,2026/08/07 確,0,三方,１０号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327375-000,2026/06/18,大阪ラベル㈲,ORD-84967,透明 カップ 300μ 黒,,25000,枚,  0,646417,2026/09/14,,旧版,,ﾃﾞｼﾞﾀﾙ印刷,ｲﾝﾃﾞｨｺﾞ2号,           未,0,ラミネート,Ｌ2号機,           未,0,スリッター,６号機,           未,0,サイド,２０号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327376-000,2026/06/18,広島テック(株),ORD-32227,OPP 袋 100μ 青,,10000,枚,  0,818605,2026/08/07,2026/08/07,旧版,,印刷,2号機,2026/07/27 確,0,ラミネート,Ｌ１号,2026/07/30 確,0,スリッター,６号機,2026/07/31 確,0,サイド,１９号機,2026/08/01 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327377-000,2026/06/18,熊本クリエイト㈱,ORD-59903,PET パウチ 300μ 銀,,38651,枚,  0,277735,2026/08/21,,旧版,,印刷,3号機,2026/08/07 確,0,ラミネート,Ｌ１号,2026/08/17 確,0,スリッター,４号機,2026/08/18 確,0,サイド,１４号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327378-000,2026/06/18,新潟加工(有),,NY チューブ 100μ クリア,,80000,枚,  0,245584,2026/07/14,,旧版,,印刷,2号機,2026/06/25 確,0,ラミネート,Ｌ１号,2026/07/29 確,0,スリッター,３号機,2026/07/30 確,0,サイド,岩井加工所,2026/07/31 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327379-000,2026/06/18,熊本プリント㈱,ORD-45247,PE フィルム 300μ 透明,,5220,ｍ,  0,415759,2026/07/17,,旧版,,印刷,1号機,2026/06/26 確,0,ラミネート,Ｌ2号機,2026/07/15 確,0,スリッター,３号機,2026/07/16 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327380-000,2026/06/18,千葉フィルム㈲,ORD-45180,紙 ラベル 300μ クリア,,23040,ｍ,  0,617077,2026/08/17,,旧版,,印刷,フソー,           未,0,スリッター,フソー,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327381-000,2026/06/18,千葉フィルム㈲,ORD-29127,CPP シート 100μ 黒,,27714,枚,  0,166340,2026/08/18,,無地,,ガゼット,製袋３その他,           未,0,普通製袋,製袋３その他,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327382-000,2026/06/18,熊本プリント㈱,ORD-31916,EVOH テープ 300μ 青,,3440,ｍ,  0,555791,2026/07/17,,旧版,,印刷,1号機,2026/06/26 確,0,ラミネート,Ｌ１号,2026/07/24 確,0,スリッター,４号機,2026/07/27 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327383-000,2026/06/18,姫路デザイン(有),,AL トレー 100μ 銀,,6000,枚,  0,389366,2026/08/24,,新版,2026/06/29,印刷,1-Ｆ号機,2026/08/18 確,0,サイド,２０号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327384-000,2026/06/18,岡山フィルム㈲,ORD-65194,紙 ラベル 300μ クリア,,15000,枚,  0,414313,2026/08/19,2026/08/19,旧版,,印刷,3号機,2026/07/31 確,0,スリッター,３号機,2026/08/01 確,0,サイド,２１号機,2026/08/17 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000327385-000,2026/06/18,岡山フィルム㈲,ORD-73469,不織布 ロール 100μ 透明,,37333,枚,  0,920685,2026/07/17,,旧版,,印刷,2号機,2026/06/25 確,0,ラミネート,Ｌ１号,2026/07/27 確,0,スリッター,３号機,2026/07/28 確,0,サイド,１４号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
